,Unnamed: 0,meta,memento-datetime,url,data-type,status,1,2,memento-url,filename,downloaded,tweet_content,url-trunc
238,238,"com,twitter)/an_cabraal/status/1370322131767074820",20210312103409,https://twitter.com/an_cabraal/status/1370322131767074820,text/html,200,NKW2CKNQVMCZQI25YQQGKNNBY5PRNAT2,4027,https://web.archive.org/web/20210312103409/https://twitter.com/an_cabraal/status/1370322131767074820,status-1370322131767074820-20210312103409.html,True,"Request for #COVID19 assistance was made by the Govt from the @IMFNews early last year at the time the Covid Pandemic started. But the @IMFNews was dragging its feet in providing that facility 1/2 However, the #Government managed to effectively provide the necessary relief and support to the Sri Lankan people as well as maintain a framework of sound macro fundamentals even WITHOUT such #financial support from the @IMFNews @CBSL #SriLanka #GoSL",https://twitter.com/an_cabraal/status/1370322131767074820
241,241,"com,twitter)/an_cabraal/status/1371778062409330696",20210316105929,https://twitter.com/an_cabraal/status/1371778062409330696,text/html,200,NFPWGH3CGQV4FOQWYGRGU2ROBGCFMQ57,2838,https://web.archive.org/web/20210316105929/https://twitter.com/an_cabraal/status/1371778062409330696,status-1371778062409330696-20210316105929.html,True,#Investment #SriLanka #Credit @CBSL @IMFNews @WorldBankpic.twitter.com/cagBxBS53V,https://twitter.com/an_cabraal/status/1371778062409330696
289,289,"com,twitter)/an_cabraal/status/1378926033039097856",20210405042251,https://twitter.com/an_cabraal/status/1378926033039097856,text/html,200,EPFOKURHQQ4QKK4M4NT7EN3U2PGMG2RH,13743,https://web.archive.org/web/20210405042251/https://twitter.com/an_cabraal/status/1378926033039097856,status-1378926033039097856-20210405042251.html,True,Multi-lateral institutions seem to be finally heeding the call of emerging nations to deal with the economic fall-out of the #COVID19Pandemic via a #global response - New allocation of #SDRs for USD 650 billion proposed by @IMFNews #SriLanka #GoSL #economicrecoveryplan,https://twitter.com/an_cabraal/status/1378926033039097856
290,290,"com,twitter)/an_cabraal/status/1379846042640867329",20210407171856,https://twitter.com/an_cabraal/status/1379846042640867329,text/html,200,BQIOWVI6FUBKUE4VQGNTSOSTVHJWQE7Z,15470,https://web.archive.org/web/20210407171856/https://twitter.com/an_cabraal/status/1379846042640867329,status-1379846042640867329-20210407171856.html,True,"I'm pleased that @IMFNews has finally taking a global response to the #global problem of the #pandemic. Although late, it's the right step. #SriLanka @Economynexthttps://economynext.com/sri-lanka-may-get-us800mn-equivalent-from-imf-sdr-allocation-minister-cabraal-80543/ …",https://twitter.com/an_cabraal/status/1379846042640867329
291,291,"com,twitter)/an_cabraal/status/1379858293158449153",20210407180741,https://twitter.com/an_cabraal/status/1379858293158449153,text/html,200,TK3ZXZMV6T3I4KVYCCRCEXUGDHNEBLW5,15538,https://web.archive.org/web/20210407180741/https://twitter.com/an_cabraal/status/1379858293158449153,status-1379858293158449153-20210407180741.html,True,"I'm pleased that @IMFNews is finally taking a global response to the #global problem of the #pandemic. Although late, it's the right step. #SriLanka @Economynext.https://economynext.com/sri-lanka-may-get-us800mn-equivalent-from-imf-sdr-allocation-minister-cabraal-80543/ …",https://twitter.com/an_cabraal/status/1379858293158449153
305,305,"com,twitter)/an_cabraal/status/1382680733001555970",20210415130402,https://twitter.com/an_cabraal/status/1382680733001555970,text/html,200,ZWI67KMEEP3ZHNUWTQ2CAMCISQHFIUBT,2960,https://web.archive.org/web/20210415130402/https://twitter.com/an_cabraal/status/1382680733001555970,status-1382680733001555970-20210415130402.html,True,Rating agencies & some #Investment Banks must be quite embarassed that their #clients had suffered major losses due to their recent hasty & ill-advised reports about the Sri Lankan credit. #SriLanka @CBSL @FitchRatings @Reuters @IMFNews @MoodysInvSvc #GoSLhttps://www.reuters.com/article/sri-lanka-bonds-idUSL1N2M51VK …,https://twitter.com/an_cabraal/status/1382680733001555970
308,308,"com,twitter)/an_cabraal/status/1384065859447001091",20210902031538,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,RZBT3OBQ4FZMTJ4DS65RMY2CAYDUTZ3Q,6847,https://web.archive.org/web/20210902031538/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210902031538.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
311,311,"com,twitter)/an_cabraal/status/1384065859447001091",20210904031045,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,GDTZ7XNYFW24XWBILZLQ5WDA6FZZXQ5Z,6665,https://web.archive.org/web/20210904031045/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210904031045.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
312,312,"com,twitter)/an_cabraal/status/1384065859447001091",20210904183646,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,VH4X4MOAAMXZHE4H44VVGKGIR3X3ZYLG,6618,https://web.archive.org/web/20210904183646/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210904183646.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
313,313,"com,twitter)/an_cabraal/status/1384065859447001091",20220308053800,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,AW2AKTQRCCIQL3DMFCL2NL4G7MOC55LB,8218,https://web.archive.org/web/20220308053800/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20220308053800.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
316,316,"com,twitter)/an_cabraal/status/1384065859447001091",20220330141148,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,RXK6ZSWRPZBURNQ75Y2TOU5ZQ4SNQ4G2,7662,https://web.archive.org/web/20220330141148/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20220330141148.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
372,372,"com,twitter)/an_cabraal/status/1432524935566528516",20210831020600,https://twitter.com/an_cabraal/status/1432524935566528516,text/html,200,OLW4A6HYIXB6WXADBHDGXAVVSR2A2UF4,2924,https://web.archive.org/web/20210831020600/https://twitter.com/an_cabraal/status/1432524935566528516,status-1432524935566528516-20210831020600.html,True,"IMF's  $800m SDR & CDB's $350m #loan will improve liquidity & stabilize #Forex market. #Exporters & #importers who expected LKR to depreciate would now do well to convert Forex receipts early & phase out imports, respectively. @IMFNews #lka #SriLanka #GoSL #economicrecoveryplanpic.twitter.com/0j8P2YMT8T",https://twitter.com/an_cabraal/status/1432524935566528516
403,403,"com,twitter)/an_cabraal/status/1437770933943537672",20210914220044,https://twitter.com/an_cabraal/status/1437770933943537672,text/html,200,H2H3LRVG5OZCONNPOVAWOQOXCRDAWI3F,4849,https://web.archive.org/web/20210914220044/https://twitter.com/an_cabraal/status/1437770933943537672,status-1437770933943537672-20210914220044.html,True,"Happy that I could make a useful contribution in #Parliament over the past 13 months. It was an unforgettable experience and I'm thankful to all who made it happen. @ParliamentLK @ManthriLK @PodujanaParty #SriLankapic.twitter.com/8QNFKxXUj3 Best wishes for the harder post ! Being a out of the box thinker, hope u can avoid merry-go-round with IMF.. We a always with you. Well done my dear!  Congratulations",https://twitter.com/an_cabraal/status/1437770933943537672
513,513,"com,twitter)/an_cabraal/status/1463347487880540160",20211124150817,https://twitter.com/an_cabraal/status/1463347487880540160,text/html,200,TFP4UEOCPNECMR52M3H4AHZ3SBSGJEOG,5028,https://web.archive.org/web/20211124150817/https://twitter.com/an_cabraal/status/1463347487880540160,status-1463347487880540160-20211124150817.html,True,"Sri Lanka's ""Article IV"" discussion with @IMFNews in mid-Dec 21 is a routine ##annual consultation that all member countries have with the IMF. Attempt by opposition politicians to imply it's a special discussion to seek a facility is highly #misleading & #mischievous. #fakenews Let's leave our egos and political agenda's out. Country desperately needs a lifeline. There seems to be no other sources than IMF. SL had in the past got ""lifelines"" from IMF that never really helped. You are the ""hope of our future""!",https://twitter.com/an_cabraal/status/1463347487880540160
514,514,"com,twitter)/an_cabraal/status/1463347487880540160",20220404061458,https://twitter.com/an_cabraal/status/1463347487880540160,text/html,200,6ARAQ73G3CUOXFJBDYEZPS6ROWVGFMZA,69213,https://web.archive.org/web/20220404061458/https://twitter.com/an_cabraal/status/1463347487880540160,status-1463347487880540160-20220404061458.html,True,"Sri Lanka's ""Article IV"" discussion with @IMFNews in mid-Dec 21 is a routine ##annual consultation that all member countries have with the IMF. Attempt by opposition politicians to imply it's a special discussion to seek a facility is highly #misleading & #mischievous. #fakenews Let's leave our egos and political agenda's out. Country desperately needs a lifeline. There seems to be no other sources than IMF. You are the ""hope of our future""! Why you are thinking going to IMF as disgrace.. IMF is for help the entire world during difficult situations.  Yes they will ask to reduce government expenditure, we all know it should be done even you don’t go to seek bail out. Naughty but nice We thought once u became the Governor everything will be ok, But we are still suffering from this Dollar Crisis, no other Short Cuts other than IMF. Joke of the year",https://twitter.com/an_cabraal/status/1463347487880540160
515,515,"com,twitter)/an_cabraal/status/1463347487880540160",20220407212403,https://twitter.com/an_cabraal/status/1463347487880540160,text/html,200,3VEFJEGKUFONGYWX3RLVZWN7MLNAF2CM,8422,https://web.archive.org/web/20220407212403/https://twitter.com/an_cabraal/status/1463347487880540160,status-1463347487880540160-20220407212403.html,True,"Sri Lanka's ""Article IV"" discussion with @IMFNews in mid-Dec 21 is a routine ##annual consultation that all member countries have with the IMF. Attempt by opposition politicians to imply it's a special discussion to seek a facility is highly #misleading & #mischievous. #fakenews Let's leave our egos and political agenda's out. Country desperately needs a lifeline. There seems to be no other sources than IMF. You are the ""hope of our future""! Why you are thinking going to IMF as disgrace.. IMF is for help the entire world during difficult situations.  Yes they will ask to reduce government expenditure, we all know it should be done even you don’t go to seek bail out. Naughty but nice We thought once u became the Governor everything will be ok, But we are still suffering from this Dollar Crisis, no other Short Cuts other than IMF. Joke of the year",https://twitter.com/an_cabraal/status/1463347487880540160
519,519,"com,twitter)/an_cabraal/status/1465301671899140106",20211201121644,https://twitter.com/an_cabraal/status/1465301671899140106,text/html,200,XYXPWKWQNNHFMQWUFESHUMIRSU6PYAHP,8427,https://web.archive.org/web/20211201121644/https://twitter.com/an_cabraal/status/1465301671899140106,status-1465301671899140106-20211201121644.html,True,"We have implemented many reforms as per @CBSL's 6-mth Roadmap without inflicting any pain on #investors who have been loyal over the years.That wouldn't have been the case if Sri Lanka had followed an insensitive & theoretical IMF programme #GOSL #SriLankahttps://www.dailymirror.lk/print/business__main/Cabraal-dismisses-default-talks-saying-provisions-already-made-to-retire-2022-foreign-debt-in-full/245-225743 … Where are the inflows? In your framework, you had targeted $10.85 billion in the three months from Oct-Dec. Now it’s almost the end of two months. What are the inflows Sri Lanka has got so far other than from exports, foreign remittances, and tourism?pic.twitter.com/isAi9Hvvbz Dude December isn’t over yet. Just wait and see will you @shiharaneez I remember Shihar carrying news items about Kuwait and other unknow remittances of Unknown people over $ 1 billion every month and advising Journalism training during Ravi Karunanayake was Finance Minister an never questioned numbers an then Reuters may be fired him @boralassa spot on we remember @shiharaneez carrying fake news whenever Ravi Karunanayake said $ 1 billion dollar inflows which never came that topped @Reuters headlines now he seems further lost in his arithmetic ended up as a small columnist in Les than 3,000 pink sheets in SL It seems you all have already decided that information about  @an_cabraal’s inflows is a fake news? I still believe he can. He has done it in the past. In future any government Presidential Committee must investigate Shihar’s @shiharaneez incorrect facts written as summaries to @Reuters World Check and the devastating Risk Intelligence reports about Sri Lanka. This is maybe one reason both Shihar and Ranga Srilal were fired God bless sir",https://twitter.com/an_cabraal/status/1465301671899140106
520,520,"com,twitter)/an_cabraal/status/1465301671899140106",20220408073256,https://twitter.com/an_cabraal/status/1465301671899140106,text/html,200,5RVTK6JUVIEPKYOLZKV7QZMYWR7NDCRX,11157,https://web.archive.org/web/20220408073256/https://twitter.com/an_cabraal/status/1465301671899140106,status-1465301671899140106-20220408073256.html,True,"We have implemented many reforms as per @CBSL's 6-mth Roadmap without inflicting any pain on #investors who have been loyal over the years.That wouldn't have been the case if Sri Lanka had followed an insensitive & theoretical IMF programme #GOSL #SriLankahttps://www.dailymirror.lk/print/business__main/Cabraal-dismisses-default-talks-saying-provisions-already-made-to-retire-2022-foreign-debt-in-full/245-225743 … Where are the inflows? In your framework, you had targeted $10.85 billion in the three months from Oct-Dec. Now it’s almost the end of two months. What are the inflows Sri Lanka has got so far other than from exports, foreign remittances, and tourism?pic.twitter.com/isAi9Hvvbz Dude December isn’t over yet. Just wait and see will you @shiharaneez I remember Shihar carrying news items about Kuwait and other unknow remittances of Unknown people over $ 1 billion every month and advising Journalism training during Ravi Karunanayake was Finance Minister an never questioned numbers an then Reuters may be fired him @boralassa spot on we remember @shiharaneez carrying fake news whenever Ravi Karunanayake said $ 1 billion dollar inflows which never came that topped @Reuters headlines now he seems further lost in his arithmetic ended up as a small columnist in Les than 3,000 pink sheets in SL It seems you all have already decided that information about  @an_cabraal’s inflows is a fake news? I still believe he can. He has done it in the past. In future any government Presidential Committee must investigate Shihar’s @shiharaneez incorrect facts written as summaries to @Reuters World Check and the devastating Risk Intelligence reports about Sri Lanka. This is maybe one reason both Shihar and Ranga Srilal were fired God bless sir As a central bank governor, I would expect some level of diplomacy from you, sir. Calling IMF programs insensitive and theoretical doesn't suite a person of your calibre, sir. This is gallery level talk for a top level authority. we need #VehicleImportPermit So finally after all the arrogant statements made, you are going to #IMF?What happened to all the lofty statements made against IMF ?Haven’t you been proved wrong?It could hv been done earlier &as a nation we could hv been on the way to recovery.Glad saner counsel prevailed. #lka",https://twitter.com/an_cabraal/status/1465301671899140106
531,531,"com,twitter)/an_cabraal/status/1470228933052231684",20211213031259,https://twitter.com/an_cabraal/status/1470228933052231684,text/html,200,33AUMG5GGB3UDDCH4JZCIUOXCWIBLE42,2816,https://web.archive.org/web/20211213031259/https://twitter.com/an_cabraal/status/1470228933052231684,status-1470228933052231684-20211213031259.html,True,The media stories originated by an #Opposition politician that the #Cabinet has summoned the Governor of the @CBSL to discuss seeking #IMF assistance is totally #fake. This is a part of their misinformation campaign to cause uncertainty. #fakenews #SriLanka #GoSL,https://twitter.com/an_cabraal/status/1470228933052231684
705,705,"com,twitter)/an_cabraal/status/1480398233167826950",20220110044213,https://twitter.com/an_cabraal/status/1480398233167826950,text/html,200,MBG3MPGGDS52HTMUFTLPOGK4GQ6A7ODH,3460,https://web.archive.org/web/20220110044213/https://twitter.com/an_cabraal/status/1480398233167826950,status-1480398233167826950-20220110044213.html,True,"It was while #SriLanka was under an @IMFNews programme that #ISB stock was increased from $5 to 15 bn while #GDP grew from $79 to 84 bn only, during the 5 yrs 2015-19. That's one of the serious #economic imbalances that the present administration is rectifying. @CBSL #GoSL The culprit is the poor economic management by all parties (especially you during 2005-2015) rather than a single administration.",https://twitter.com/an_cabraal/status/1480398233167826950
716,716,"com,twitter)/an_cabraal/status/1483342003366932482",20220118073935,https://twitter.com/an_cabraal/status/1483342003366932482,text/html,200,TDSEHB3I4R3MR6PFICOOGM2I46QM2PIM,2993,https://web.archive.org/web/20220118073935/https://twitter.com/an_cabraal/status/1483342003366932482,status-1483342003366932482-20220118073935.html,True,Sri Lanka has paid the USD 500 million sovereign #bond that matured today (18). @IMFNews @MoodysInvSvc @FitchRatings @SPGlobalRatings @CBSL #SriLanka,https://twitter.com/an_cabraal/status/1483342003366932482
